11386 entries
44 namespaces
9519 values

Namespace Global (10608 keys)
	B67D88D244614D1A10D3D1902E9A1278 = "
	88F10FAB42F972C6909BD887AC5C3273 = "Smid"
	80F1870344FB794001F091A588A27961 = "Mes"
	BF0269A04CD703FE6BF7AFB8D1A22EF6 = "Beschuldigt"
	4319BCF544BAB16764CD8AAD623273E4 = "Blanco"
	0A707EED4E5A75D0D182ADA4908E6075 = "Schokgolf"
	CB38125D43DD48C6E5D640A0E4CD8B0E = "Bommen en granaten, er zijn hier Trawlers!"
	F5D0E6B3467FAE9FA08656BA98892CBC = "Ontploffing verwijdert een veel groter gebied"
	96330FF44BA7D2C38821628D2A941448 = "Verdorie, de Hacking Drone is gestopt! Haal die beesten daar weg, nu!"
	EEFBD2364A47FEA52359EB9F660C716B = "Grauw"
	1B6DD9B34B823305192139ADA4E005E0 = "Ingrediënten Mengen..."
	6A29790B42641C808C3979B2786C96DE = "Blitz, Ctop, Stumpt bemanning, PartiallyRoyal, Yogscast bemanning, Gray speelt nog steeds, Galm, Dr_Horse, Rimas, Lirik, Koala, МИР MMO ИГР, Deluks gaming, PietSmiet bemanning, Draegast, JURI Play, Fox, BaronVonLetsPlay, Jacemachine Gaming, 1Tater, JaR Dev, Criken, NitroLukeDX, Starsnipe, KarmakutPlays, Shibby, GameKnight, en nog veel meer..."
	79CB8FEB47CB71ED6420A483EF7C5A80 = "Opgezette liaan"
	9D8CEA8C4611D7991D0BFEAEADB00D85 = "Opgezette liaan"
	7E3BB7534F9113BA7E7BBF8AF7078DF7 = "Blockbuster film streamt nu: {Mission}"
	410C558A47261BA653EB73ABB1B80FB3 = "Geblokkeerd"
	AC44BC1A4E532794C913938DDC79F980 = "Geblokkeerd"
	88A1EDCD4D1038F8619AFEAF03ED0BE2 = "Blond"
	A6C60615458BC22078B336957951AC9F = "Blond"
	751790FE495EAF562B12C898F282540A = "Met bloed bevlekte"
	D5803692496A27AEED005CBA5CA13F6D = "Bloederige"
	6B7B519D4DCDF69E55A3229AAA3851D6 = "Verdomd koude boren"
	A046042044F775F228A917B65CF0A57C = "Verdomde Groenbaard heeft hier het loodje gelegd...!"
	5BA1E70349AA6829105FC5BC9FE8120E = "Verrekte Macteras komen naar jullie toe, team. Houdt het hoofd laag en zet jullie schrap."
	E61040BB4B0EE6B96B29FCB1AC14BEB3 = "Verdomme vieze troep is het!"
	420849BD49899A90B6645A99217B21B0 = "Mijn hemel! het is een tritilyte storting! Snel, zet die lasers aan!"
	70DECDAF4A9B608D5B204BBC893E25F7 = "Jezus Christus, verlos die stakkers uit hun lijden!"
	AEA0D3EB46EB709B635BD2BBD96D34E6 = "Verdraait, je bent moeilijk om te doden!"
	B6A176DE4BE53C5D1121E78FCACBEC1B = "Godverdomme en ik had net mijn schoenen geboend!"
	9EA40C7E43639C7D219DF1B285C15174 = "Ik zei het je toch, we moeten samen blijven om te overleven!"
	54FD06614804E0F86E281188FBE31DA2 = "Bloederig fruit"
	B2CC01994F4F12E50A95D9AE0968EE90 = "Bloederig fruit"
	A668D8FE4CDEE136A8D265BACE63707A = "Blaas het op, Bosco!"
	2955C488484EE952E901AEA56D051C9A = "Doorslag"
	0845B0AF4C9A5C5B33A9C5906DCD1AE5 = "Doorblaas patronen"
	9141765649771EA763EF4EBEA553B1AF = "Blauw"
	44A9485743DCAA32182B3AA9D8F68179 = "Blauw kristal"
	9DB339DA4EF3DB520AC831B94049DC86 = "Blauw kristal"
	E6AA352F49A9ABDFE75EEE9E699AB88F = "Blauw Kristal"
	19238F10441298551C9C5BB46A201180 = "Klif"
	65DDECBF48C94009C65646884A283200 = "Botte"
	066E3CDC4C7B620A5ACCE9B95E6391CA = "Bestuurslid"
	2718C5F34CFA8E7F3F15EA9824AFB684 = "Gedurfde"
	F57A2696449ED7970EA5DF8181283364 = "Bouten en tandwielen! "
	E5A3262F4DB4B29D2D494688E55C911A = "Bom douche"
	0DEB5DEB4A013B7BCA4DC29D443598F3 = "Bom bij treffer"
	39BF9E024B1D619C392F4AAE234B42E8 = "Bommetje"
	98CA17EE48031E27F612C78BBDEC93A0 = "Bommetje"
	66CC85DD4E5D3550FE6424938DEAD7CC = "Bommetjes"
	204149DF418515114CD5998CF6F925B8 = "Beenderen"
	7E028A1F490F75BB2208EEA22F3916EF = "Begraafplaats"
	EA90A37D442492B7CCE5A99757677A72 = "Bonus Schade aan Getroffen Doelen"
	670B8FE54A5FA3EA305637B4440E4D65 = "Bonus schade aan feromoon beïnvloede vijanden"
	36467CDC4EAA77B59E01BB864C9548A3 = "Bonus schade tegen Glyphids"
	3BEDFA604A0B9EAC6119C1B020A02ECB = "Bonus schade tegen Mactera aliens"
	204BF7F84097D81E4D9C339777AC6FAA = "Bonusschade aan verdoofde wezens"
	AA89A18E4A656CF50B32FBB8F01FE040 = "Elektrische bonus schade"
	91C3975A4EE31FF91BAC3BA07551A547 = "Bonus vuur schade tegen brandende doelen."
	B8DB1AC5402F6B8427EB7AA8523AE5AF = "Bonus ontgind goud"
	E131A6A44A750D97F848C7B26FA35B23 = "Bonus gemijnde Nitra"
	08ABC5934937DB5304D75AA94448252C = "Boo, valsspeler!"
	B7C90F4D4D3EB810D4F015AA375F1903 = "Boobytrap gezet!"
	99CEFBB34B7BD8BE812A85984299EF57 = "Boekhouder"
	023F6F644D05A18A96FC9085B6E72E4F = "Boolozwam"
	4B99DE0743DD54BDC46B978D72F6C161 = "Boolozwam"
	76B0916942E7EC36DD4C6EB5962BFAE6 = "Boolozwam secundaire missie voltooid"
	494600D8437A8ED04A7BAA97A27BDAD1 = "Boolo Cap hier!"
	4F58F37C4F153282F4B2C9A3FA66126A = "Boolozwammen"
	5204D51A4483D189251C7092BA58230A = "Boem!"
	C2D6864E4BD7683088529AA7E6BBEEF1 = "Boem, Boem, hier, Bosco!"
	536699F24029D3B5EB37DDB2105993B6 = "Versterk schild"
	ED4B3A32492B3198AB4FAFA951AA1750 = "Machines aan het opstarten!"
	32172EC646E7A9A96FD3759E1AD9B7B2 = "Smokkelaar"
	FACD5E584DC930A6A563B2B5FC8C0FB3 = "Grens"
	D2D51D284753BD8E018F26918D0ACCC1 = "Boreaanse askloof"
	03ADCDD64C11F63BDDEA9EA974FB0A33 = "Klaar Geboren"
	F2FB068B4C661035D00158A5E840F933 = "Klaar geboren!"
	B55805B74AD51658258C84BB4307955F = "Geboren om te doden, Baby!"
	97FB629C4C2DA01DAF7317892E42C986 = "Bosco - Je vriendelijke metgezel"
	C651A15E445DF06CC4F6B782D1F52F81 = "Bosco - wat is dat?!"
	44621F164DBE535B328B90B9F4478643 = "Bosco is onderweg!"
	3F7FE666491660805AB444ACC486A6B1 = "Bosco heeft dit nodig..."
	FD935A474A8CB114F41DDA90B30D6CC3 = "Bosco de bouwer"
	2CD1E3BA4EF353CC48620BB5C59DC823 = "Bosco zal je vergezellen tijdens <bold>solo missies</>. Hij zal automatisch helpen met gevechten maar je kan het ook vragen om hulp bij andere acties.

<UseLaserPointer/> om je persoonlijke <bold>laser</> te gebruiken en druk op <PressFire/> om Bosco te laten <bold>graven</>, <bold>vechten</> of een gebied te <bold>verlichten</>."
	AF89ACC34C2470CD580CCE87132B7F9E = "Bosco, jij bent de beste!"
	0D73182B4E50A6BCCB2C9887CBE2F624 = "Bosco! Activeer constructie modus!"
	3B38065649F8E1E07A97589E28D1375F = "Bosco! Activeer verdedigingsmodus!"
	F599D7344998025CC08A749DFC24B38E = "Bosco! Activeer reparatiemodus!"
	1575C3AB4C3CE92AC1898296115DBA0D = "Bosco! Bouw hier!"
	A2A68D5A47DF016E9130C4827E9BB267 = "Bosco! Verdedig de Dozer!"
	E0F878314263A7E2A35983A2128D866D = "Bosco! Repareer dat!"
	381B12A04F380D29B6229696F8ADD49E = "Bosco! Fix dit voor me!"
	E4EB0B8848007C4739BAC5AB8FF75661 = "Bosco! Bewakingsdienst!"
	3DB6A24B4881D2FDA3FDDCB6C547F0DC = "Bosco! Ik heb hulp nodig!"
	7C1D8E4341EC841A077C59BFBE3B9401 = "Bosco! Licht!"
	C54CD9C84652658AE1E6DDA3F8496A6C = "Bosco! Mijn het!"
	579A29E44651F10DF8A176B73085DF3F = "Bosco! Bescherm Doretta!"
	E40FD85043A0ACE34828658ABD35E5CD = "Bosco! Bescherm het!"
	C85929694910857C37A7F08F398D201E = "Bosco! Haast je!"
	794F349C45684257F23DC78B3959F2D9 = "Bosco! Je hebt wacht dienst!"
	2829D42C44FB1D7EC9BEC4AFF12BEABF = "Bosco's vaardigheden kunnen worden verbeterd met <bold>modificaties</>. Kies een mod voor elk slot op basis van je speelstijl en voorkeuren. Door Bosco te verbeteren worden <bold>frames </> en <bold>patronen</> ontgrendeld zodat je kleine metgezel er op zijn best uit kan zien!"
	D575FD694B304A37F9B0E3A4BA9462AC = "Bosco, breng dat hier!"
	648827FA499D35EAD80ED090BEBCB4FE = "Bosco, bescherm het!"
	E6ECD8FA42977E673E1112A0812F4886 = "Bosco, bescherm het!"
	D53D8C6349C9C430B891C187DA26600E = "Bosco, HIER! "
	9D080B984A0E5E6A846DFFA159AACA51 = "Bosco, mijn het!"
	3F31302E4CAEF8086337839473210F93 = "Bosco, vriend!"
	C6C72C444505EE006CA604ACE8196DC3 = "Bosco, kom hier!"
	9CFDCE8C407BD6E6DFFF56BDA263E5D0 = "Bosco, help me dit te dragen!"
	B469C5B14723F4C17655C8AFE143CA6A = "Beide generatoren zijn uitgevallen! De kluis is nu alleen beschermd met noodstroom, ga terug en zet het uit! We zijn bijna binnen!"
	B6C1785049DC37D1DE35D8A12C2B9AA7 = "Bodem"
	F51513B7435332FDDF5C5DB7D527DDA9 = "Hef het glas, vrienden!"
	E2817EF642A82B32121D26B6743425F0 = "Takkenkegel"
	37500E4C43592B830496FBB95C97254F = "Bough Wespennest"
	8F5B74AD43525D7542BA95894C8BFE42 = "Bough Wespennest"
	70ED44434DC6EAD5D04285B7F72C4C1F = "Gekocht!"
	C4DC7A7E42DEFC1130EA07A91EDEA515 = "Gekocht!"
	6228E9BB4E396A7407CD35AF38DE4A54 = "Veerkrachtig Plasma"
	F34606A94E63DDB0F970A9BEF27D8B36 = "Gebonden vlechten"
	64998A7F4942196B1F339DB9AA05D32E = "Gebonden Sik"
	7404A07B4FAA01B28AD9699C9084A293 = "Gebonden Sik - Bepantserd"
	FAFB5ED44D73B82AB4E74ABB59133717 = "Gebonden Sik - Verguld"
	EF3D90C54A5938C0CC6273B63FBF6D43 = "Gebonden Unicord"
	73CB3E624C2DD504204696B9BD45A3FB = "Ingebonden Unicord - Bepantserd"
	5F72C9644E82943BF26C83BC911DA778 = "Gebonden Koord - Verguld"
	9CC174D84EDFF362EAE2E6B4D76420B6 = "Houd je vast!"
	0908F2724238499CB56D5FA37F6509A4 = "Zet jullie schrap, er komt een grote groep vijanden aan! De pompen werken zo hard mogelijk, dus houdt vol!"
	7184579F4EB812C9AF095CA30576E5F8 = "Gevlochten Overvloed"
	10CA987A40DF09E8296597A0A4005896 = "Gevlochten overvloed - gepantserd"
	79B0ED5B482077406F9CCB9FB1FBF0CD = "Gevlochten Overvloed - Verguld"
	A1F89A1946487380ABF790AE47F50651 = "Gevlochten vlechten"
	C61BF64F4785BE4EF6DCD7ACD4A389A6 = "Dappere"
	7720FE7A4D905BDDC0742A9685574E9E = "Scheur"
	31FA076D439B6E84DF9F72AF8CBBA817 = "Firewall doorbreken"
	FE1DFF634D932BE98E5E00A4B7C10291 = "Pauze"
	8F4F0FFD4633B2F126EA45AD07804C2C = "Breek Vrij!"
	88AE22C44EC609706CEA579DA6A70664 = "Breek de zakken om het spervuur uit te schakelen"
	CC1AE8264DAF4233D5056E996BC9AB4E = "Breek de zakken om het spervuur uit te schakelen"
	81544BB24CE398D57DA880A35B9205B1 = "Breekt al glazen barrieres voor honderden jaren, dit klassieke stuk voelt zich hier even thuis op het hoofd van een schurk als een heer. Vanwege DRG's werknemers beleid komt de laatste minder voor tegenwoordig."
	50B0D6E54E06DF0FEF4FC7B668BBFAB2 = "Ademer"
	5D3B4CA0496C1A4C197289BBD2560DCE = "Het inademen van gif is maar half zo schadelijk voor uw organismes. "
	6669E4CD44844D86BC5EA4B1C55AD6E3 = "Kweker"
	AC9F0255475AF70E82F4AFBF0E6FE24C = "Kweker! Breek die eieren voordat ze uitkomen!"
	92C345544AC0E229F132ACB5FCE21346 = "Broedplaatsen"
	00E486304988D201D9736089F92F2008 = "Bries"
	1553D4044729A9F0954353826E3F8B48 = "Brouw ingrediënt"
	9900906042E02B731609FEA659998317 = "Brouw Ingrediënt"
	BC8E760D4A834C8017FF4A87BA07D2AE = "Brouw Ingrediënt"
	F13FBBD9482C18DEA30F4CA93001CD33 = "Brouw Ingrediënt"
	9E11831F47C4305EF93056B568A992BE = "Heldere"
	5977610046F3699F96423C984309453D = "Helder en kleurrijk net zoals zijn omgeving. De Gniffer is een onschuldig klein beestje die je kan zien rondvliegen door het Azuurwoud. Nieuwsgierig en vriendelijk, dus wees niet verbaasd als er een of twee even hallo komen zeggen."
	E82DCD8A427B0ACC3D5BEBBE8617ECD6 = "Helder als een zomermiddag. Je zou meer naar binnen moeten gaan."
	F813ECC147A272689FF55B90ACBD7BBF = "Helder als een zomermiddag. Je zou meer naar binnen moeten gaan."
	C72F57E34B255D5DC953C3B1B5CE8DFC = "Briljant, er is een Kursite slijper hier! Laten we wat Kursite zoeken!"
	C040745B4E6A0F37C6C574AA503C9BAD = "Breng Bosco"
	C7879A534856AC46637E919866BCF417 = "Kom maar op, fekkers!"
	9C22FB1B41FD61512230A1B644434AF5 = "Breng me de goederen!"
	1DFCF14F46AC297524D11EAA16DD0DF2 = "Draag meer munitie mee en je kan die magazijnen er sneller inslaan!"
	E9C780044BB03EA8B9A0D2810BD08C59 = "Breng de geweren!"
	E744E59B48F8C4ED8F7F94AF36C1DF70 = "Breng de edelstenen en stort ze in de mijnkop."
	2B9EAE3540CF9B0CDD1C9CA12E94D008 = "Breng de pijn!"
	FEA932B7407CF5F4AAEC8BA08C4461F3 = "Levendige"
	163FFC35406B7E0E2C2333B7E456F70F = "Gebroken"
	64FBEEA54257DC1AAEC34AA5CCFFD624 = "Gebroken"
	CE16AEBE4EE28818C13435A9A3C25F20 = "Gebroken pijpleiding"
	E2C7C1E64A1EA3601E3F4C9EEFE6AD60 = "Gebroken pijpleiding connector"
	DF38D46B463A299CBCD285844E7A9C92 = "Kapotte voorraad capsule hier! Laten we hem maken!"
	B7D4F0C24DE02FBCADC520B7FE677B26 = "Brons"
	E6001D334A369046B4E9CFBCC4EB7F30 = "Bronzen"
	A843D4AD45C589B2079807BFF3F60E70 = "Bronzehead Bitter voor het team, graag! En oooh...maak het pittig!"
	4990296041AFE7C70712D6B0DCD12682 = "Broednest"
	07277FBF4DF2B427A6D567AB995BBE3B = "Broednest! Haal het neer!"
	93FD2E3F42E4ABD470587C9912DA9FBA = "Bruin"
	D9B834BA4A01D3FFDDFDA2B6E7DACF52 = "Bruin"
	FFCB3B4C40B088EA1251F7A021BDB763 = "Bruin"
	E8A8330743828ED243F90BA099B1B4F7 = "Brrr! Er is een nare wind op gang."
	8CB79C1E499249E706C590854D70CD7C = "Brundle neer!"
	C30AF0C24F4F48CFCF4AC6A2E99B2341 = "Wrede"
	C4F7AEE9491C9A1ABB4B9B8896CCBE10 = "Insecten bom is onderweg!"
	250D0036441F2417F49FA98008F5ACE3 = "Insect Bomb Besteld!"
	01834E4E4AD0EDF2A7AC2D9D6C3EBA89 = "Insecten alarm!"
	70800ADC4B73A4B4F6A367BF87DDB0FE = "Insectenwerend middel"
	6E24C3F8449A2ED6B47404BAE5265D66 = "Insect val 2.0!"
	16C1064F41321534DB3B3DB8AB14F058 = "Zo dichtbij!"
	366DEF3C4D28AAD600D627A4C2E7A317 = "Verdorie!"
	96C21DA144F6AA44232C3D9A54E70FE1 = "Zo dichtbij!"
	F6FFCBEC42095A84AEF83EA6C733B95C = "Verdorie, we hebben het niet gehaald!"
	30EBFFD448E303EA348252A5FB2AFAC7 = "Kruipers in de lucht! Pak ze!"
	A50C7F32408E5901130DDCB040A48DF4 = "Kevers!"
	F42E566B402DA7CD920E17B9EE52BFA2 = "Insecten!"
	307F0D05499D63E0944D719CADEBDAAA = "Insecten! Maak je klaar!"
	55F4A89D4D565B9D48D414AD5779F3DD = "Insecten! Inkomend! Maak je klaar om voor je leven te vechten!"
	00141BF34BF3C64ED43DD08A1EF871B0 = "Plaatsen"
	93691B8445BD80B844D432A8BAE2FE83 = "Bouwen"
	0E2F48804ABB9F559C265BB94FBFDB7E = "Bouw Extractor"
	47E18A154D5BE9CBA34229B325A0D10E = "Bouw pijpleiding"
	72ED6BA449D8DD773694629F44160D98 = "Bouw elk segment"
	DBA09C7A479FBCEF308DB2883E9C15EF = "Bouw het!"
	A62FFCE64325106A56E525B6C7CA4DA6 = "Ga 't bouwen, Bosco!"
	4DC38860429B6E1079D55996BC52241B = "Maak elke pijp af vanaf elke verbinding. Eenmaal gebeurd, moet de knop ingedrukt worden om het raffinagesproces te starten."
	CD8A9AB74029D6D2558F25B518650777 = "Bouwen {progress}% voltooid"
	B6442D194106F63075C9CFA2BFCA2D94 = "Bouwt sneller"
	D99A937E4EF05671A867689FF1DAD3EE = "Bouwt sneller"
	05A790C44DF82D2A88B302BD75DFC82B = "Ingebouwde schokdempers maken vallen minder pijnlijk."
	F1DE328E4F32FC002F5894B15B02F0AF = "Ingebouwde schokdempers maakt vallen minder pijnlijk."
	C967120044BDB528B0AAA68928C37494 = "Bolvormig Vol"
	C346FD634B3CBA208CDC8CB6A32CF462 = "Bol omhoog"
	4EDA92FD498EE5811C2316A523552B3B = "Bollen"
	A589263A46BE235B2FC232B648C8DED2 = "Lampen"
	C74FA29A45E6268F3147D8B18BDB795D = "Bollen"
	0451890B43BEFF835053B5881977CEDD = "Massa ontploffer"
	30B187494F3977A3E3158DB75E8017DF = "Massa ontploffer"
	1BE8363B4A1DCF4F62E7D9885E74F540 = "Massa ontploffer neer!"
	47F4369A4F93EFE087D78497F67C26DB = "Massa ontploffer geëlimineerd! "
	F401F4FD40C809BC1B4167B179666A35 = "Massa-Ontploffer! Schiet die zakken op zijn rug voordat het dichtbij komt!"
	2ECAE05A430C48D3069EC39FC7EE8365 = "Massa ontploffer, jongens! Hou afstand, het is een verdomde moordenaar!"
	0FA8830343EFD49EDF9B4CB8980CD39C = "Kogel hel"
	8E98230648BA7B1C6C87459FC1D491B6 = "Kogel ontploft en doet in een omgeving schade"
	B38BDE6B42C995F9BF0643A66C1C7FEF = "De kogel explodeert en creëert een radius van scherven maar doet weinig directe schade."
	AF0B555042EF433ED230889E1FEA2204 = "Kogels die uit het hoofdwapen komen, hebben een kans om te elektrocuteren."
	7EEA5CB14B3D59B0F04FE486F622CAD3 = "Kogels worden bij het raken van de grond omgezet in cryo mijnen"
	089359FE43182D234A6761A464272709 = "Kogels worden bij het raken van de grond omgezet in elektro mijnen"
	9A3AE0AC4B0543EC9AC773AE3CA67138 = "Genade Kogels"
	68A70462405EC8C030B90B9A461AFA96 = "Kogels kaatsen af richting naar vijanden in de buurt"
	569E41784D01F681AE82818F1FC12017 = "Kogels kaatsen van oppervlakken af in nabije doelen"
	A0C414D04966A137F55EA8AAF8285995 = "Kogels met Doorslag gaan door het eerste doelwit heen en raken doelwitten daarachter."
	4CE2C4CB475B5170B2424D8681F865D7 = "In de roos!"
	48ADEE6B4072136CBAEC84B5A63830EA = "Stel slome, hah!"
	B49021B04F460AE388A347B6B7D6BBB1 = "Begraven"
	E9AA316946E2AF63C0613E8B58A851EB = "Verbrand alles voor je geweer"
	ADB0A6684832F59005FDCBA41FF263B7 = "Brandende"
	E9E742C041906DAA53AE24A9C71FE766 = "Brandende"
	69C22B4C4F84F95A1DD5E3AA29F22E42 = "Brandtijd"
	75B06D68482BF52E8F07348C5BC465B0 = "Brandtijd"
	D2A7F1E24600FDCF3339B7B2E8BC48BF = "Brandtijd"
	D2FF1A61488B757B6B6B0AAEDE4A1AB5 = "Brandtijd"
	74571521438100B036195CA44C012AA4 = "Brandende Hel"
	4E542FFB48E13AB4DF102C8AE1C2FFD1 = "Verbrand de vloer om een muur van vuur te creëren"
	132517F54A2BFB46F98A63A03FCAE613 = "Graven"
	B747423844CCBEBEF513B39DB8E6118F = "Graven"
	F8CEE64A4FB24B1057F7419D399F19A7 = "Vossenhol"
	9DB005474821DB373C74639603B3E6FF = "Salvo"
	B1CEBEAE4E21A659422B96BB0C89C722 = "Salvo"
	7818CDC84B5FCB0C240724ADA28722B8 = "Salvo schade"
	3575A1DA46845663DC826AADD2CD9F5F = "Salvo spervuur"
	47CF878F4791A017768604BD9D895A85 = "Salvo spervuur"
	2336780C4D0E27323363A2A619D2BC19 = "Verdovend Salvo"
	E167AD014487BFBC6597E59C33EA4DD9 = "Salvo verdoving"
	FBE670E64D48C3DC4423339ACB6AC864 = "Salvo verdoving duratie"
	7DEF15844587523AC69F3BB0B52FAE59 = "Gebarsten als een overrijpe tomaat!"
	E3F39FEB49C35CD35E533691EBE82D52 = "Explosie van snelheid! Als je de enterhaak gebruikt, geeft dit tijdelijk een bewegingssnelheid bonus als je landt."
	74FBA3CD4233856197B3C18899D69C01 = "Salvo's"
	823016374C85B450E92C8590EF4AFB12 = "Borstelige lieferd"
	F835CB514EA3D351D75BE787BF1B2EE9 = "Bossig en heftig - zal ongetwijfeld terreur zaaien in de harten van iedereen op je pad!"
	675791DE42ED7F86D33455988C185A3E = "Zaken ontwikkelaar"
	78E696ED4498D39A3F40F78A02B2D097 = "Zaken ontwikkelaar"
	1AE939E5440F43E39AAC0D98B500EAA8 = "Zakelijk"
	59C7190A41D470DD1F020CB6AC6BB82D = "Zakelijk"
	4426C68A46C6C49A3971388810B497C7 = "Maar waarom maakt het dat je wilt souperen met kamelen?"
	04A839C2412E77F780A2EC8FC785D617 = "Koop"
	C167738E48351A2943FF68912C4206B4 = "Ophoepelen, Versnipperaar!"
	492E7C56428382FB5AB22DBCFC14BE9D = "Ontnuchterend"
	9740B6264FB937E07B69EBBD8811B816 = "Bij Karl! Kijk eens naar al dat mooie geglinster!"
	12B67CFC426983AD2882B18C7F9D3899 = "Bij Karl! Dat zijn een hoop Versnipperaars die uit de Bewaker komen!"
	20C21D5C48C68B8D4E72E49BC56BE26F = "Door de manier waarop het plasma in het geladen projectiel is gelaagd te veranderen, kan bij een impact een langzame en aanhoudende ontlading worden bereikt. Elke vijand die dit veld betreedt, wordt vertraagd terwijl hij voortdurend schade oploopt. Dit vermindert echter de directe schade die wordt aangericht."
	E6E6B36F419FCC36DA70A8B1CE9B02F7 = "Door de warmte van de uitlaatgassen terug in de laadkamer te leiden, kan een schot sneller worden geladen terwijl minder energie wordt verbruikt. Helaas genereert dit proces veel meer warmte."
	6FB5B747449E3A58CE66DCA3D202B5E9 = "Door op meedoen te klikken ga je akkoord met het installeren van ontbrekende Mods, en het deactiveren van Mods die de host niet heeft geïnstalleerd. Mods kunnen je normale spelervaring beïnvloeden en crashes veroorzaken. Alle mods zijn gemaakt door de modding gemeenschap en worden niet ondersteund door GSG."
	188C5D974CE9DA86E1AD6296EE7709C0 = "Door overbodig materiaal uit de Magazijnen te vijlen, heb je ze lichter gemaakt, en dat betekent dat ze er sneller uitkomen bij het herladen. Ook kunnen de kogels vrijer bewegen, waardoor de maximale vuursnelheid lichtjes toeneemt."
	FFC5DE234DBAA16C329EE6A5F3C26010 = "Door de efficiëntie van het knooppunt te verbeteren kun je de ruwe schade zonder al te veel moeite opvoeren en het gaat ook nog wat langer mee!"
	EFAD25E240DD9D8B12B242B009117556 = "Mijn baard nog aan toe - wat is dat lelijk!"
	F80382BF4A16EF00B1BBEC953DB17E9C = "Door een elektrische stroom door het plasma te laten lopen, elektrocuteert de straal alles wat het aanraakt, maar ten koste van de ruwe schade en de omvangrijke hardware beperkt de capaciteit van het magazijn."
	6E478ACE4CDB941FEABA5AB7135B06A1 = "Door op JA te drukken wordt je doorgestuurd naar een externe browser en gevraagd om onze Discord server toe te voegen. Wil je hier mee doorgaan?"
	4608597C487C0EF357FBF39B1AA23F01 = "Bij de baard!"
	33C21B734F5AB0E7B809A2B838C295C1 = "Bij de baard, hier is een tritilyte storting! Deze moeten we leeghalen!"
	1B46DDC24DFC16B5668A859F5FA4A6D0 = "Bij de baard, een fantastische deal!"
	4AFAB2704DA6415436E40FAC0CF2ABD1 = "Bij de baard, dat was duur!"
	7C5DFBF542A834CA7069A2AFBB01A1AA = "Bij de Baard, wat is dit voor een gedrocht?!"
	F927ED1A4625F80DE172F78BA5F0CBFB = "Bij de Baard, wat is dit voor een gedrocht?!"
	8223B48448B7634E9E8BD7A857FCCB71 = "Door: {Author}"
	9AA13C3A4A11CC63D6EF589FE9FB7EBE = "Omzeilde integriteitscontrole"
	BD266C1B40DBB43D8E9572BC69BD2CF1 = "Omzeilde integriteitscontrole"
	0B227BA8466735CA41181C9DE99FFE6D = "CATEGORIE"
	2EBFDE634B3D2CA60D78E18C4D5C46E9 = "GROTCOMPLEXITEIT"
	3CA45427473C7964356F1CBB9706D2B9 = "GROTCOMPLEXITEIT"
	827A94EC4D2E8808261750A14C39864A = "GROTDATA"
	F3716AB549EDC69C6867F8859FEFE97F = "GROT LENGTE"
	0AC1F9C542A466BCDE1AFFAE52232A3A = "VERKRIJG"
	904DC1D0432EAD8D5BF10596A6D09E8D = "CLAIM IN SEIZOEN TERMINAL"
	14F3039C44B0EBD365674BA4A986B4FF = "VAARDIGHEID PUNTEN OPEISEN"
	5E8BBF3F422AB915A152BD9100797743 = "CLAIM JE BELONINGEN"
	B8A06BB4428C92EC3A2631A8C2259D98 = "BESCHIKBARE VAARDIGHEID PUNTEN"
	AA1B3D24461665D2DE736AB39C4BD728 = "KLASSE 01"
	517C288845EB9C0738758AB53B9060D9 = "KLAAR"
	AB86733A4013124CE707EC815B5E5380 = "KLAAR"
	725D889043B63B21FA201CA9BAFF6C84 = "LAADSTRIP"
	023624E04256580815F77EB719B0A4B2 = "SLUITEN"
	0402F22242E9DA3BDCA0B6AA1D6B8704 = "DICHTBIJ"
	D0CF384D49A5E1CC743034857584F6FF = "DICHTBIJ"
	1FAAEA32472BA7A5077EF085675D2918 = "CLUSTER GRANAAT!"
	2898CE604E73F17D5F2468B8392C31C8 = "CODENAAM:"
	2F398B704E1BEF3212BD1EA75AFB8FE9 = "KOUD"
	2861E3D14FF6F449A499798BCB96354E = "VERZAMEL JE BELONING"
	B0D411104EBBCDE6566E3FAE8BB8359D = "VERZAMEL JE BELONING!"
	FD303F18424EA042C8AD9199F73C90F1 = "VERZAMEL JE BELONING!"
	3F0C9EF54B76216708530B9257D6584F = "VERZAMELD MATERIAAL:"
	1369F3BA450BAE70F40123AAE96240EC = "COMMUNITY TESTER"
	CCD5A42B4899395A8E979AAF6192E5A4 = "VERTALINGEN DOOR DE GEMEENSCHAP"
	C43759C34758D0A2EFFF3E81C874F6F8 = "VOLTOOID"
	928A39B24EC779453E83BFB703541F62 = "VOLTOOI 2 MISSIES IN MAGMA KERN"
